District,Rainfall_2023_mm,Normal_Rainfall_mm,Extraction_Status,TDS/EC_Level,Nitrate_Status,Fluoride_Status,PH,TDS_mg_L,Calcium_mg_L,Magnesium_mg_L,Chloride_mg_L,Nitrate_mg_L,Fluoride_mg_L
Rajkot,780.6,636.1,Safe,Moderate,Within Limit,Within Limit,6.49,739,66.6,47.9,266,17.4,0.65
Gandhinagar,580.2,573.4,Over-Exploited,Moderate,Within Limit,Within Limit,7.5,1266,95.2,67.6,290,7.1,0.57
Bhavnagar,551.3,613.2,Safe,High,Within Limit,Within Limit,7.46,1904,137.5,58.5,432,10.5,1.48
Jamnagar,605.1,563.3,Semi-Critical,Moderate,Within Limit,Within Limit,7.03,646,100.6,30.9,145,18.8,0.59
Junagadh,1179.1,1062.4,Saline,High,Within Limit,Within Limit,7.21,1861,56.8,60.0,455,21.5,0.25
Kutch,450.9,348.9,Semi-Critical,Moderate,Within Limit,Within Limit,7.09,826,76.1,41.4,432,15.3,0.39
Banaskantha,515.7,501.1,Semi-Critical,Moderate,Within Limit,Within Limit,7.7,1121,121.5,37.9,275,4.5,1.19
Patan,539.5,481.5,Critical,Moderate,Within Limit,Within Limit,8.09,596,43.2,54.3,271,30.5,0.41
Mehsana,583.7,574.8,Saline,Moderate,Within Limit,Within Limit,8.02,1001,73.1,67.2,295,43.9,0.48
Sabarkantha,723.0,711.4,Saline,High,Within Limit,Within Limit,7.05,2127,41.2,49.2,638,6.6,0.39
Aravalli,682.7,663.9,Safe,Low,Within Limit,Within Limit,7.89,468,84.1,40.0,191,10.9,0.51
Anand,924.9,842.7,Safe,Moderate,Within Limit,Within Limit,7.21,1219,76.6,34.3,416,4.2,0.21
Kheda,466.9,659.7,Safe,High,Within Limit,Above Limit,7.71,1806,72.1,55.5,619,29.8,2.84
Panchmahal,819.6,891.6,Safe,Low,Above Limit,Within Limit,7.41,418,87.1,37.8,126,54.6,1.1
Dahod,990.5,1090.2,Safe,Moderate,Within Limit,Above Limit,7.59,687,58.1,21.8,183,19.2,1.81
Bharuch,1028.9,999.5,Saline,High,Within Limit,Within Limit,7.31,2176,134.3,63.9,521,40.7,1.3
Narmada,920.9,1099.9,Safe,Moderate,Within Limit,Above Limit,7.39,1023,71.1,61.2,258,28.0,1.62
Tapi,1209.5,1557.0,Safe,Moderate,Within Limit,Within Limit,7.48,628,92.6,31.6,345,7.1,0.88
Navsari,2037.5,1768.1,Safe,Low,Within Limit,Within Limit,7.57,330,61.7,57.9,66,27.9,0.48
Valsad,1945.1,2028.2,Safe,Moderate,Within Limit,Within Limit,6.61,635,81.0,23.3,119,5.8,0.42
Botad,698.9,665.0,Critical,Moderate,Within Limit,Within Limit,6.99,1191,88.1,38.6,424,28.1,0.54
Chhota Udaipur,1256.1,1190.2,Critical,Low,Above Limit,Within Limit,6.73,348,40.0,60.0,56,89.7,0.42
Devbhoomi Dwarka,627.3,561.3,Safe,Moderate,Within Limit,Within Limit,7.62,1394,101.4,38.9,465,24.2,0.64
Gir Somnath,1140.5,1007.9,Semi-Critical,Moderate,Within Limit,Within Limit,6.54,1012,98.1,57.4,273,22.0,0.86
Morbi,450.9,481.0,Safe,Moderate,Within Limit,Within Limit,7.34,643,62.4,49.6,146,41.4,1.16
Porbandar,911.3,772.6,Safe,High,Within Limit,Above Limit,6.93,2273,112.3,53.3,881,32.7,1.87
Mahisagar,680.3,983.4,Safe,Low,Within Limit,Within Limit,7.13,500,62.2,42.9,215,2.4,0.69
Surendranagar,679.3,575.7,Safe,Moderate,Within Limit,Within Limit,7.33,1141,87.3,21.8,388,14.6,0.49
Dang,2487.4,2419.0,Safe,Moderate,Within Limit,Within Limit,7.16,537,78.1,42.4,187,7.6,0.42
Amreli,644.4,660.1,Safe,Moderate,Above Limit,Within Limit,7.34,780,73.3,69.9,313,51.7,1.06
Ahmedabad,688.9,654.1,Saline,High,Within Limit,Within Limit,7.72,2799,96.5,82.9,763,4.7,0.84
Surat,1254.0,1347.6,Safe,Moderate,Within Limit,Within Limit,6.8,727,73.5,41.9,292,13.9,0.94
Vadodara,847.0,893.0,Safe,Low,Within Limit,Above Limit,7.36,294,80.8,20.4,106,18.9,1.55
Rajkot,664.7,641.6,Safe,Moderate,Within Limit,Above Limit,7.2,796,53.2,37.7,280,22.1,1.94
Gandhinagar,829.7,730.4,Safe,Low,Within Limit,Within Limit,8.03,236,70.1,39.7,181,20.3,0.42
Bhavnagar,664.8,722.4,Over-Exploited,Moderate,Above Limit,Within Limit,7.31,916,70.6,43.8,271,58.8,1.05
Jamnagar,523.1,577.1,Saline,High,Within Limit,Within Limit,7.25,2059,90.9,44.4,588,13.9,0.45
Junagadh,1028.9,935.6,Safe,Moderate,Within Limit,Within Limit,8.11,690,118.1,47.8,185,24.8,0.38
Kutch,214.2,315.1,Safe,Moderate,Within Limit,Above Limit,6.91,549,83.5,27.0,209,36.4,1.62
Banaskantha,505.6,482.3,Over-Exploited,High,Within Limit,Within Limit,7.91,1780,111.3,76.3,362,11.8,1.49
Patan,537.0,545.2,Safe,Moderate,Within Limit,Within Limit,7.72,602,32.4,50.9,208,13.5,1.08
Mehsana,534.0,532.0,Safe,Moderate,Within Limit,Within Limit,7.7,778,78.7,13.0,133,8.4,1.05
Sabarkantha,863.3,729.7,Safe,Low,Within Limit,Within Limit,7.92,435,29.9,36.8,178,24.3,0.66
Aravalli,645.9,757.1,Safe,Moderate,Within Limit,Above Limit,7.5,1344,94.1,46.0,360,30.4,2.08
Anand,586.4,716.4,Safe,Moderate,Within Limit,Within Limit,7.27,939,81.3,43.7,334,15.9,0.39
Kheda,718.2,732.6,Safe,Low,Within Limit,Within Limit,7.39,377,68.8,30.3,161,5.5,0.45
Panchmahal,913.0,816.2,Safe,Very High,Within Limit,Within Limit,7.05,3192,119.1,67.5,866,12.3,0.95
Dahod,998.5,1157.6,Safe,Moderate,Within Limit,Within Limit,6.68,942,73.7,39.3,267,15.6,0.59
Bharuch,1107.9,1077.0,Saline,High,Within Limit,Within Limit,7.45,2856,105.6,89.0,886,7.1,0.88
Narmada,1292.0,1153.2,Safe,Moderate,Within Limit,Within Limit,7.42,794,85.8,37.4,383,30.1,1.4
Tapi,1548.7,1572.1,Safe,Moderate,Within Limit,Within Limit,7.68,1302,61.1,51.4,413,18.0,1.0
Navsari,1338.9,1788.3,Safe,Low,Within Limit,Within Limit,7.79,364,62.4,38.3,141,10.3,0.6
Valsad,2146.3,2049.3,Safe,High,Within Limit,Within Limit,7.21,2974,152.9,61.7,833,23.1,0.74
Botad,593.0,639.7,Semi-Critical,Moderate,Within Limit,Within Limit,7.06,1376,93.9,62.0,505,43.5,1.13
Chhota Udaipur,942.6,1044.7,Safe,Low,Within Limit,Within Limit,6.91,404,68.1,25.1,247,12.6,0.85
Devbhoomi Dwarka,501.5,606.8,Semi-Critical,High,Within Limit,Within Limit,7.68,1538,107.0,62.0,374,11.1,1.05
Gir Somnath,1176.8,1128.6,Safe,Moderate,Within Limit,Within Limit,7.19,1439,110.7,45.3,429,14.9,1.36
Morbi,514.4,625.1,Safe,High,Within Limit,Within Limit,8.35,1772,88.3,54.7,592,21.1,0.8
Porbandar,692.8,801.2,Safe,Low,Within Limit,Within Limit,7.57,498,37.6,31.9,144,43.2,1.21
Mahisagar,741.2,821.0,Safe,Moderate,Within Limit,Within Limit,7.31,529,48.6,44.7,127,32.0,0.8
Surendranagar,655.5,551.3,Safe,High,Within Limit,Within Limit,7.52,1873,92.7,42.2,604,38.6,0.49
Dang,2199.8,2085.5,Safe,Low,Within Limit,Within Limit,7.15,395,47.1,20.8,91,41.3,0.28
Amreli,743.8,723.1,Safe,Moderate,Within Limit,Within Limit,7.5,1430,81.0,39.2,487,29.8,0.6
Ahmedabad,663.6,701.5,Safe,Moderate,Within Limit,Within Limit,7.16,800,86.7,27.1,226,11.8,0.94
Surat,1352.1,1545.3,Safe,Moderate,Within Limit,Within Limit,6.81,1021,124.3,37.6,389,23.5,0.92
Vadodara,907.3,814.5,Safe,Moderate,Within Limit,Within Limit,7.59,824,74.7,44.3,185,17.7,0.62
Rajkot,613.1,602.4,Safe,Moderate,Within Limit,Within Limit,7.5,995,77.9,51.1,318,21.6,0.88
Gandhinagar,646.7,743.1,Safe,Moderate,Within Limit,Above Limit,7.54,661,41.6,60.7,236,43.0,1.57
Bhavnagar,503.2,670.6,Safe,Moderate,Within Limit,Above Limit,7.48,874,55.7,16.3,305,7.4,2.76
Jamnagar,734.5,633.2,Safe,Moderate,Within Limit,Within Limit,7.7,815,77.4,57.3,91,40.7,1.19
Junagadh,843.7,888.7,Safe,Moderate,Above Limit,Within Limit,7.51,669,97.7,32.0,81,120.0,1.2
Kutch,405.7,334.4,Safe,Moderate,Within Limit,Within Limit,7.6,1401,78.5,61.0,487,5.1,0.92
Banaskantha,534.9,514.9,Safe,Moderate,Within Limit,Within Limit,7.87,822,72.2,42.3,281,17.3,0.35
Patan,543.9,529.3,Over-Exploited,Moderate,Within Limit,Within Limit,7.35,1250,21.4,66.9,435,6.9,0.53
Mehsana,536.8,617.6,Safe,Moderate,Within Limit,Within Limit,7.2,1066,89.5,46.7,294,27.3,0.6
Sabarkantha,530.6,604.8,Over-Exploited,Moderate,Within Limit,Within Limit,6.76,888,85.2,40.7,300,30.3,1.26
Aravalli,686.3,774.4,Semi-Critical,Moderate,Within Limit,Within Limit,7.49,1133,126.5,47.1,364,18.5,0.82
Anand,759.8,798.9,Critical,Moderate,Within Limit,Within Limit,7.65,890,69.4,55.9,330,9.9,0.45
Kheda,754.0,806.9,Safe,Low,Within Limit,Within Limit,8.09,427,49.2,13.6,94,24.1,0.84
Panchmahal,953.9,1038.4,Safe,Moderate,Above Limit,Within Limit,7.85,922,65.3,54.4,134,81.7,1.45
Dahod,1148.9,1041.0,Over-Exploited,High,Within Limit,Within Limit,6.88,2892,105.8,93.6,778,28.4,0.83
Bharuch,1243.9,1177.3,Safe,Moderate,Within Limit,Within Limit,6.56,853,89.9,53.7,164,7.8,1.09
Narmada,923.2,1219.4,Safe,Low,Within Limit,Above Limit,7.53,489,83.3,28.6,160,9.9,1.77
Tapi,1495.3,1622.1,Critical,Low,Within Limit,Within Limit,6.89,400,104.2,33.4,118,16.9,0.55
Navsari,1792.7,1785.7,Safe,Moderate,Within Limit,Within Limit,6.89,807,94.0,33.8,199,11.4,0.43
Valsad,2241.5,2040.2,Safe,Moderate,Within Limit,Within Limit,6.66,518,49.8,31.1,81,12.4,0.57
Botad,530.1,639.2,Safe,Moderate,Within Limit,Within Limit,8.06,1133,111.2,38.2,387,31.1,0.78
Chhota Udaipur,1204.1,1115.3,Safe,Moderate,Above Limit,Within Limit,7.08,1359,102.1,75.4,460,68.4,0.17
Devbhoomi Dwarka,669.6,649.8,Safe,Moderate,Within Limit,Within Limit,6.95,1482,79.5,65.7,336,24.3,0.79
Gir Somnath,1055.3,983.7,Safe,Low,Within Limit,Within Limit,7.09,410,65.4,18.1,251,10.6,1.28
Morbi,589.0,536.2,Safe,Low,Within Limit,Within Limit,7.96,305,88.8,26.3,60,28.8,0.32
Porbandar,637.2,701.9,Safe,Moderate,Within Limit,Within Limit,7.14,687,57.8,65.9,284,6.1,0.47
Mahisagar,1127.1,1015.7,Safe,Low,Within Limit,Within Limit,7.68,348,72.3,6.1,105,17.9,0.82
Surendranagar,476.7,534.0,Semi-Critical,Moderate,Above Limit,Within Limit,7.19,551,60.6,36.3,212,82.7,1.35
Dang,2299.3,2419.5,Safe,Low,Within Limit,Within Limit,7.72,438,68.4,47.5,89,33.6,0.72
Amreli,646.1,675.4,Safe,Moderate,Within Limit,Within Limit,7.71,1074,74.1,51.3,346,36.1,1.45
Ahmedabad,713.1,752.6,Safe,High,Within Limit,Within Limit,7.45,1921,76.5,49.1,568,35.7,0.43
Surat,1317.6,1410.9,Safe,Low,Within Limit,Within Limit,6.65,477,25.1,31.4,189,33.8,0.35
Vadodara,743.3,801.3,Critical,Moderate,Within Limit,Within Limit,7.8,802,90.4,36.5,279,10.2,0.84
Rajkot,749.0,636.7,Safe,Moderate,Within Limit,Within Limit,7.09,1076,66.3,41.1,194,16.6,0.73
Gandhinagar,753.9,704.9,Safe,Moderate,Within Limit,Within Limit,6.75,849,52.6,33.7,314,32.8,0.69
Bhavnagar,885.1,768.0,Safe,High,Within Limit,Within Limit,7.68,1683,102.8,61.0,326,8.6,0.7
Jamnagar,617.1,626.4,Saline,High,Within Limit,Within Limit,6.56,2865,127.4,73.9,751,42.0,0.43
Junagadh,913.9,882.6,Safe,Low,Within Limit,Within Limit,6.6,480,46.5,36.2,150,19.7,0.54
Kutch,305.7,297.5,Saline,High,Within Limit,Within Limit,7.66,2300,91.1,34.2,417,14.5,0.86
Banaskantha,446.0,488.4,Safe,Low,Within Limit,Within Limit,6.64,308,73.5,31.2,98,5.8,0.45
Patan,540.5,522.0,Safe,Moderate,Within Limit,Within Limit,7.95,725,63.0,60.2,249,21.8,1.4
Mehsana,497.8,520.9,Over-Exploited,Moderate,Above Limit,Within Limit,7.77,814,83.0,58.7,270,48.3,0.51
Sabarkantha,720.8,752.7,Safe,Moderate,Within Limit,Within Limit,7.69,801,122.6,54.3,323,12.9,0.88
Aravalli,870.9,744.2,Safe,Moderate,Within Limit,Within Limit,7.93,733,48.6,62.0,164,39.6,0.48
Anand,750.5,837.1,Safe,Moderate,Within Limit,Within Limit,7.74,1490,77.8,61.0,498,9.6,0.43
Kheda,606.6,715.7,Safe,Low,Within Limit,Within Limit,7.77,419,79.5,10.9,114,7.9,1.34
Panchmahal,697.1,867.0,Saline,High,Above Limit,Within Limit,7.64,2722,95.4,66.9,658,54.1,0.62
Dahod,1030.8,1037.4,Safe,Moderate,Within Limit,Above Limit,7.68,706,98.4,58.9,196,25.5,1.95
Bharuch,1118.5,1232.3,Safe,Moderate,Within Limit,Within Limit,7.57,1141,101.4,65.8,252,11.5,1.38
Narmada,880.7,1214.8,Safe,Low,Within Limit,Within Limit,7.67,294,82.7,14.2,212,17.1,0.43
Tapi,1296.7,1529.0,Critical,Moderate,Within Limit,Within Limit,6.65,553,69.6,47.1,80,20.3,0.49
Navsari,1426.3,1889.2,Safe,Moderate,Within Limit,Above Limit,6.67,1226,80.3,37.8,328,5.9,2.17
Valsad,1535.3,1807.0,Safe,High,Within Limit,Within Limit,7.53,2348,81.9,63.3,618,5.2,0.51
Botad,733.7,638.7,Safe,Moderate,Within Limit,Within Limit,7.35,714,58.0,57.2,301,37.6,0.86
Chhota Udaipur,1102.7,961.5,Saline,High,Within Limit,Within Limit,7.28,2573,120.4,72.0,608,15.5,0.26
Devbhoomi Dwarka,724.1,624.3,Safe,Low,Within Limit,Within Limit,7.45,272,78.8,46.3,58,8.3,0.56
Gir Somnath,885.5,1099.2,Semi-Critical,Low,Within Limit,Within Limit,7.22,386,48.2,35.2,260,7.6,0.73
Morbi,554.5,579.6,Safe,Low,Within Limit,Within Limit,7.14,310,53.5,44.2,161,5.8,0.63
Porbandar,829.7,673.3,Safe,Moderate,Within Limit,Within Limit,6.97,953,63.5,38.6,317,29.5,0.9
Mahisagar,918.3,933.9,Safe,Moderate,Above Limit,Within Limit,6.69,740,73.6,32.4,103,120.0,0.96
Surendranagar,572.8,600.7,Safe,Moderate,Within Limit,Above Limit,6.94,1240,78.5,34.3,418,10.3,1.55
Dang,2377.1,2183.5,Safe,Moderate,Within Limit,Within Limit,7.82,1017,61.6,58.8,155,20.7,0.58
Amreli,553.6,625.1,Semi-Critical,Moderate,Within Limit,Within Limit,7.32,545,60.4,39.4,120,13.7,0.67
Ahmedabad,732.5,660.3,Safe,Moderate,Within Limit,Within Limit,7.49,1335,95.3,54.7,359,41.1,0.46
Surat,1078.8,1261.0,Safe,High,Within Limit,Within Limit,7.28,1857,102.6,53.7,559,21.2,0.77
Vadodara,893.8,945.0,Safe,Moderate,Within Limit,Above Limit,7.33,1000,77.9,32.7,283,13.0,1.58
Rajkot,621.3,550.2,Safe,Low,Within Limit,Above Limit,7.61,281,48.9,42.7,111,6.4,1.81
Gandhinagar,761.7,721.4,Semi-Critical,Moderate,Within Limit,Within Limit,7.72,545,45.2,4.8,61,9.6,0.51
Bhavnagar,599.0,628.3,Saline,High,Above Limit,Within Limit,6.55,1806,100.0,53.1,446,61.2,0.69
Jamnagar,682.6,622.9,Safe,Low,Within Limit,Within Limit,7.39,327,82.4,33.5,28,13.6,0.9
Junagadh,596.7,745.5,Safe,High,Within Limit,Within Limit,7.59,2614,142.0,82.2,735,15.6,1.01
Kutch,457.5,408.0,Saline,High,Within Limit,Within Limit,7.33,2717,124.3,62.8,769,11.4,0.65
Banaskantha,415.6,448.6,Safe,Moderate,Within Limit,Within Limit,8.08,531,52.7,43.7,107,20.8,0.95
Patan,348.9,439.8,Safe,Low,Within Limit,Within Limit,6.88,451,70.7,40.4,78,22.1,0.62
Mehsana,501.4,545.4,Safe,Moderate,Within Limit,Within Limit,8.05,1072,96.9,67.0,206,11.6,1.12
Sabarkantha,832.5,780.4,Safe,Low,Within Limit,Within Limit,7.23,432,75.3,34.0,94,15.9,0.79
Aravalli,773.5,684.9,Safe,Moderate,Within Limit,Within Limit,7.37,615,93.0,37.3,282,8.8,1.04
Anand,775.7,850.4,Safe,Moderate,Within Limit,Above Limit,7.34,719,78.6,47.9,157,19.1,2.08
Kheda,914.7,843.2,Safe,Moderate,Within Limit,Within Limit,8.25,713,94.8,41.3,246,13.9,1.01
Panchmahal,1020.8,943.5,Safe,Moderate,Within Limit,Above Limit,6.81,718,79.2,51.4,151,18.6,1.79
Dahod,958.8,995.7,Critical,High,Within Limit,Within Limit,7.46,1953,88.5,59.2,604,17.0,1.15
Bharuch,1161.6,1120.4,Safe,Moderate,Within Limit,Within Limit,7.28,1190,64.9,55.0,337,14.0,1.1
Narmada,1304.5,1327.7,Safe,Moderate,Within Limit,Within Limit,6.93,804,71.6,45.4,249,15.0,1.24
Tapi,2099.2,1607.3,Saline,High,Within Limit,Within Limit,6.3,2774,93.2,79.6,692,12.6,0.38
Navsari,1775.2,1736.4,Safe,Moderate,Within Limit,Within Limit,6.99,1008,96.3,27.3,337,26.2,0.46
Valsad,1928.0,1842.0,Safe,Moderate,Within Limit,Within Limit,7.32,572,85.2,45.8,120,19.2,0.46
Botad,798.7,683.5,Safe,Low,Within Limit,Within Limit,7.39,482,88.0,37.6,215,20.8,0.42
Chhota Udaipur,1256.9,1110.3,Safe,Moderate,Within Limit,Above Limit,8.05,966,43.9,50.2,240,9.9,1.78
Devbhoomi Dwarka,580.9,607.2,Saline,High,Within Limit,Within Limit,6.54,2969,146.5,103.1,865,27.8,0.7
Gir Somnath,1059.7,910.4,Safe,Moderate,Above Limit,Within Limit,7.58,1386,94.4,55.3,355,120.0,0.67
Morbi,642.7,558.7,Safe,Moderate,Within Limit,Within Limit,7.39,786,104.0,52.0,305,6.4,1.02
Porbandar,610.0,646.4,Safe,Moderate,Within Limit,Above Limit,7.39,889,90.9,54.9,340,6.8,3.3
Mahisagar,1087.6,948.1,Safe,Low,Within Limit,Above Limit,7.29,177,34.3,19.7,98,15.3,1.76
Surendranagar,615.9,688.4,Safe,Moderate,Within Limit,Within Limit,6.99,597,95.1,41.3,202,25.7,0.66
Dang,2070.0,2057.3,Safe,Moderate,Within Limit,Within Limit,7.54,682,41.0,43.0,165,22.6,1.38
Amreli,766.1,670.3,Semi-Critical,Low,Within Limit,Within Limit,8.02,282,90.4,20.9,50,6.0,1.39
Ahmedabad,597.0,631.3,Over-Exploited,Moderate,Within Limit,Within Limit,8.12,856,57.7,43.2,281,14.5,0.56
Surat,1555.9,1456.9,Safe,Moderate,Within Limit,Within Limit,8.05,650,57.5,51.1,72,10.7,0.49
Vadodara,850.2,819.0,Safe,Moderate,Above Limit,Within Limit,6.49,749,114.9,43.9,237,57.0,1.45
Rajkot,467.9,624.1,Safe,Moderate,Within Limit,Within Limit,7.01,1122,107.2,35.2,294,6.8,0.38
Gandhinagar,658.0,674.2,Semi-Critical,Moderate,Within Limit,Above Limit,8.22,601,84.1,39.2,10,38.7,3.5
Bhavnagar,579.8,640.6,Safe,Moderate,Within Limit,Within Limit,6.83,882,86.9,65.7,217,12.0,0.76
Jamnagar,481.5,594.9,Safe,Moderate,Within Limit,Within Limit,7.17,635,100.0,56.9,321,38.0,0.91
Junagadh,981.7,835.9,Safe,Moderate,Within Limit,Within Limit,6.9,986,61.4,25.8,132,27.3,0.38
Kutch,322.1,319.8,Safe,Moderate,Within Limit,Within Limit,7.11,715,104.7,17.8,110,28.8,0.55
Banaskantha,385.8,466.7,Semi-Critical,Moderate,Within Limit,Within Limit,7.49,980,82.0,36.0,235,17.6,1.43
Patan,660.2,588.0,Semi-Critical,Moderate,Within Limit,Within Limit,7.79,1084,58.0,35.5,363,18.2,0.98
Mehsana,653.4,595.7,Safe,Low,Within Limit,Within Limit,7.4,416,49.9,24.6,17,22.3,0.27
Sabarkantha,829.7,721.0,Critical,Moderate,Within Limit,Above Limit,7.42,1100,112.7,51.4,256,22.1,2.59
Aravalli,560.2,684.4,Safe,Moderate,Within Limit,Above Limit,7.31,1157,72.5,28.5,183,6.2,2.11
Anand,622.9,799.5,Over-Exploited,High,Within Limit,Above Limit,7.89,2712,138.8,64.3,706,22.3,1.85
Kheda,678.8,746.7,Over-Exploited,High,Within Limit,Within Limit,7.88,2124,101.4,71.9,590,16.4,0.49
Panchmahal,747.8,815.4,Over-Exploited,Moderate,Within Limit,Within Limit,7.51,921,102.8,46.9,207,39.6,0.96
Dahod,1075.4,1142.9,Over-Exploited,High,Within Limit,Within Limit,7.85,2644,109.2,80.4,799,13.8,0.76
Bharuch,964.2,1106.9,Safe,Moderate,Within Limit,Within Limit,7.81,1043,78.0,50.7,423,14.5,0.99
Narmada,1053.5,1143.0,Critical,Moderate,Above Limit,Above Limit,7.5,982,90.7,45.9,333,75.8,1.51
Tapi,1738.8,1642.9,Safe,Moderate,Above Limit,Within Limit,7.34,669,83.2,41.3,281,55.1,0.75
Navsari,1938.9,1532.1,Safe,Moderate,Within Limit,Above Limit,7.48,541,85.4,59.2,330,14.9,1.63
Valsad,2646.9,2029.7,Safe,High,Within Limit,Within Limit,7.33,1548,75.1,13.8,491,44.8,1.25
Botad,428.0,522.3,Saline,Very High,Within Limit,Within Limit,8.11,3179,122.5,94.1,762,23.6,0.68
Chhota Udaipur,1132.7,1202.9,Safe,High,Within Limit,Within Limit,7.28,2188,82.4,47.3,547,26.9,0.55
Devbhoomi Dwarka,645.7,579.0,Safe,Low,Within Limit,Within Limit,7.23,116,35.6,18.7,99,17.0,0.67
Gir Somnath,1097.4,1099.1,Safe,High,Above Limit,Within Limit,7.68,2364,88.0,94.5,663,89.4,0.68
Morbi,626.0,593.6,Safe,Moderate,Within Limit,Within Limit,7.91,723,113.1,6.4,296,9.8,0.17
Porbandar,769.1,727.6,Safe,Moderate,Within Limit,Above Limit,7.55,1203,101.6,39.0,372,35.0,1.8
Mahisagar,928.8,953.4,Safe,Moderate,Within Limit,Within Limit,6.92,774,90.9,19.7,275,21.4,0.32
Surendranagar,461.3,525.3,Safe,Moderate,Above Limit,Within Limit,7.99,651,70.8,48.0,314,47.2,0.8
Dang,2207.1,2082.4,Safe,Moderate,Within Limit,Within Limit,8.13,530,88.0,41.1,224,23.1,0.64
Amreli,707.2,726.6,Safe,High,Within Limit,Within Limit,7.12,2557,121.3,56.6,626,4.8,1.02
Ahmedabad,711.9,619.8,Safe,Moderate,Within Limit,Within Limit,7.46,1025,52.3,54.2,253,6.4,1.04
Surat,987.3,1353.2,Safe,High,Above Limit,Within Limit,7.18,1742,60.0,41.7,428,50.0,0.29
Vadodara,909.7,801.8,Safe,Moderate,Within Limit,Above Limit,7.49,611,62.4,69.5,100,25.1,1.97
Rajkot,559.7,620.0,Safe,Moderate,Within Limit,Above Limit,7.8,1268,69.4,70.9,371,30.0,1.95
Gandhinagar,721.0,721.0,Safe,Moderate,Within Limit,Above Limit,8.48,535,54.9,42.8,224,31.2,2.87
Bhavnagar,645.2,652.4,Safe,High,Within Limit,Within Limit,7.35,2030,118.1,63.4,631,35.7,0.63
Jamnagar,402.3,527.8,Safe,Low,Within Limit,Within Limit,7.36,265,18.3,31.6,127,39.7,1.08
Junagadh,1011.7,966.1,Safe,Moderate,Above Limit,Within Limit,7.36,659,56.1,43.3,88,46.9,0.45
Kutch,375.4,356.2,Safe,High,Within Limit,Within Limit,6.73,1607,85.6,62.4,592,19.4,0.56
Banaskantha,661.5,601.3,Saline,Very High,Within Limit,Within Limit,6.92,4968,169.8,88.3,1188,31.9,1.18
Patan,592.2,499.1,Critical,Moderate,Within Limit,Within Limit,7.29,641,72.1,36.0,312,8.7,0.51
Mehsana,626.2,494.4,Safe,Moderate,Within Limit,Within Limit,7.09,658,67.4,52.6,268,12.6,0.63
Sabarkantha,633.5,622.4,Over-Exploited,High,Within Limit,Above Limit,7.17,2848,129.7,64.0,674,34.5,3.27
Aravalli,745.4,782.6,Safe,Moderate,Within Limit,Within Limit,8.16,649,79.1,28.2,207,23.8,1.06
Anand,1005.6,890.7,Safe,Moderate,Within Limit,Within Limit,7.38,901,85.9,34.4,354,17.0,1.07
Kheda,932.5,882.8,Saline,High,Within Limit,Within Limit,7.19,2806,114.6,55.0,794,3.6,1.43
Panchmahal,964.5,953.7,Safe,Moderate,Above Limit,Within Limit,7.39,581,36.1,51.1,182,67.2,1.01
Dahod,1172.2,1120.1,Over-Exploited,Moderate,Within Limit,Within Limit,7.22,921,81.1,39.3,234,16.0,0.82
Bharuch,1258.7,1301.0,Over-Exploited,Moderate,Within Limit,Within Limit,7.34,1069,111.4,69.6,473,21.0,1.18
Narmada,1042.0,1095.0,Safe,Low,Within Limit,Within Limit,7.59,410,69.0,39.5,85,39.5,0.19
Tapi,1547.8,1568.1,Saline,Moderate,Within Limit,Within Limit,7.55,910,74.7,52.1,437,25.9,1.43
Navsari,2082.5,1984.1,Saline,High,Within Limit,Within Limit,6.74,1622,99.9,48.3,558,13.7,0.79
Valsad,1748.8,1826.1,Over-Exploited,Moderate,Within Limit,Above Limit,7.06,936,77.7,34.9,494,39.0,1.53
Botad,642.4,634.5,Safe,Moderate,Within Limit,Above Limit,8.45,618,70.2,30.2,144,26.2,1.88
Chhota Udaipur,1095.9,1194.2,Safe,Moderate,Within Limit,Within Limit,7.9,501,112.0,35.3,272,6.2,0.48
Devbhoomi Dwarka,600.4,569.5,Over-Exploited,Moderate,Within Limit,Above Limit,7.5,1372,111.8,40.8,400,6.9,1.61
Gir Somnath,1136.6,1091.4,Safe,Moderate,Above Limit,Within Limit,7.2,860,49.3,47.5,325,100.6,0.63
Morbi,677.1,593.5,Safe,High,Above Limit,Within Limit,7.15,1590,86.2,46.0,375,64.9,0.83
Porbandar,715.9,696.0,Safe,Moderate,Within Limit,Within Limit,7.31,826,61.3,65.9,211,9.5,0.76
Mahisagar,1020.9,1115.4,Critical,Moderate,Within Limit,Within Limit,7.3,1225,89.4,62.2,219,9.8,1.38
Surendranagar,620.8,604.9,Safe,Moderate,Within Limit,Above Limit,7.04,1226,105.6,60.7,376,29.1,1.61
Dang,2266.4,2101.0,Safe,High,Above Limit,Within Limit,7.66,2278,101.1,98.9,638,61.2,0.62
Amreli,713.2,756.9,Safe,Moderate,Within Limit,Within Limit,7.16,971,117.4,41.3,204,21.6,1.1
Ahmedabad,579.4,648.5,Safe,Moderate,Within Limit,Within Limit,7.9,1491,56.9,39.2,410,13.1,1.1
Surat,1647.9,1714.6,Semi-Critical,High,Within Limit,Within Limit,6.81,2060,110.3,52.0,603,4.9,0.37
Vadodara,865.6,934.9,Over-Exploited,Moderate,Within Limit,Within Limit,8.13,1276,88.3,62.7,308,6.8,0.76
